ckm_stage_f,uacr_cat_f,bp_attainedFALSE,pct_attained,se.bp_attainedFALSE,se,n_unwt,pct_nonatt,ci_lo,ci_hi,suppressed
2,A1,0.5513912070357618,0.4486087929642382,0.00835165477945662,0.008351654779456623,11776,0.5513912070357618,0.43223954959650324,0.4649780363319732,FALSE
3,A1,0.6481318668649406,0.3518681331350594,0.022069203328845134,0.022069203328845134,783,0.6481318668649406,0.3086124946105229,0.39512377165959583,FALSE
4,A1,0.4482734057049004,0.5517265942950997,0.01457501113992768,0.01457501113992768,1873,0.44827340570490026,0.5231595724608414,0.580293616129358,FALSE
2,A2,0.5179322486304624,0.4820677513695376,0.020306759907396253,0.020306759907396253,1628,0.5179322486304624,0.44226650195104095,0.5218690007880342,FALSE
3,A2,0.7801182434758468,0.21988175652415315,0.02987552577320757,0.02987552577320757,261,0.7801182434758469,0.16132572600866632,0.27843778703964,FALSE
4,A2,0.6040201391046459,0.39597986089535403,0.026685170743365925,0.026685170743365925,594,0.604020139104646,0.34367692623835683,0.44828279555235123,FALSE
3,A3,0.6908007257007257,0.3091992742992743,0.03521254142539185,0.03521254142539185,336,0.6908007257007257,0.24018269310550627,0.3782158554930423,FALSE
4,A3,0.7975930619199463,0.20240693808005375,0.04032477996598798,0.04032477996598798,179,0.7975930619199463,0.1233703693467173,0.2814435068133902,FALSE
