metric,pooled_estimate,total_SE,ci_low,ci_high,within_var,between_var,df
PREVENT >= 20% prevalence (pooled),0.8130137573266615,0.005336054532149185,0.8009427633456784,0.8250847513076446,2.8333584155474756e-5,1.2717619508645543e-7,9
